pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019/3/15 23:32,2019/3/15 23:42,1,1.34,8.5,0,0,12.3,yellow,cash,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan
2019/3/3 18:32,2019/3/3 18:33,2,0.1,3,0,0,3.8,yellow,cash,Bushwick South,Bushwick South,Brooklyn,Brooklyn
2019/3/18 22:07,2019/3/18 22:18,2,2.16,9.5,2.66,0,15.96,yellow,credit card,Times Sq/Theatre District,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/1 20:20,2019/3/1 20:38,2,3.8,15.5,3,0,22.3,yellow,credit card,Lincoln Square East,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/6 17:48,2019/3/6 17:52,1,0.94,5,1.86,0,11.16,yellow,credit card,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan
2019/3/16 17:40,2019/3/16 17:46,1,0.98,6,1.86,0,11.16,yellow,credit card,Battery Park City,Hudson Sq,Manhattan,Manhattan
2019/3/29 23:08,2019/3/29 23:17,1,0.99,7,3.24,0,14.04,yellow,credit card,Lenox Hill East,Upper East Side South,Manhattan,Manhattan
2019/3/26 18:06,2019/3/26 18:19,2,2,10,2.85,0,17.15,yellow,credit card,Central Park,Lenox Hill East,Manhattan,Manhattan
2019/3/13 0:10,2019/3/13 0:19,1,5.01,15.5,3.86,0,23.16,yellow,credit card,Financial District North,Midtown East,Manhattan,Manhattan
2019/3/8 18:38,2019/3/8 18:42,1,1.05,5.5,0.75,0,10.55,yellow,credit card,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan
2019/3/14 11:47,2019/3/14 12:14,1,2.4,17,0,0,20.3,yellow,cash,Lenox Hill East,Kips Bay,Manhattan,Manhattan
2019/3/12 11:06,2019/3/12 11:19,1,2.79,11,0,0,11.8,yellow,credit card,Yorkville West,Central Harlem,Manhattan,Manhattan
2019/3/31 19:20,2019/3/31 19:39,1,2.43,13,0,0,16.3,yellow,cash,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
2019/3/7 21:55,2019/3/7 21:59,1,0.6,4.5,0,0,8.3,yellow,cash,Upper East Side North,Yorkville West,Manhattan,Manhattan
2019/3/9 22:15,2019/3/9 22:30,1,2.7,12.5,3.25,0,19.55,yellow,credit card,Clinton West,Upper East Side North,Manhattan,Manhattan
2019/3/29 17:34,2019/3/29 17:49,1,4.9,16.5,4.15,0,24.95,yellow,credit card,Financial District North,Murray Hill,Manhattan,Manhattan
2019/3/21 17:20,2019/3/21 17:34,1,2.55,11,0,0,15.3,yellow,cash,Lincoln Square East,Manhattan Valley,Manhattan,Manhattan
2019/3/13 22:31,2019/3/13 22:37,3,1.8,8,2.35,0,14.15,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan
2019/3/11 21:08,2019/3/11 21:14,2,0.9,6,2.94,0,12.74,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
2019/3/23 22:09,2019/3/23 22:21,1,1.53,9,0,0,12.8,yellow,cash,Midtown North,Upper West Side South,Manhattan,Manhattan
2019/3/21 14:45,2019/3/21 14:55,1,1.4,8.5,2.35,0,14.15,yellow,credit card,Upper East Side North,Upper West Side South,Manhattan,Manhattan
2019/3/10 23:34,2019/3/10 23:42,2,1.66,8,2.79,0,12.09,yellow,credit card,Central Harlem,East Harlem South,Manhattan,Manhattan
2019/3/13 6:34,2019/3/13 6:44,1,2.21,9.5,1.28,0,14.08,yellow,credit card,Sutton Place/Turtle Bay North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/4 13:43,2019/3/4 13:49,1,0.8,5.5,1.75,0,10.55,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan
2019/3/4 19:11,2019/3/4 19:20,2,1.2,7.5,1.77,0,13.57,yellow,credit card,Midtown North,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/10 16:13,2019/3/10 16:17,1,0.7,4.5,0,0,7.8,yellow,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan
2019/3/30 12:29,2019/3/30 12:33,2,0.5,4.5,0,0,7.8,yellow,cash,Midtown South,Murray Hill,Manhattan,Manhattan
2019/3/30 10:44,2019/3/30 11:15,2,11.5,36,9,5.76,54.06,yellow,credit card,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens
2019/3/28 14:08,2019/3/28 14:15,2,0.87,6,1.86,0,11.16,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
2019/3/21 12:46,2019/3/21 13:17,1,2.5,19.5,0,0,22.8,yellow,cash,Lenox Hill West,East Village,Manhattan,Manhattan
2019/3/28 1:27,2019/3/28 1:29,6,0.82,4.5,0,0,8.3,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
2019/3/20 17:21,2019/3/20 17:27,1,0.4,5.5,1.95,0,11.75,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
2019/3/17 19:12,2019/3/17 19:20,6,1.84,8,2.82,0,14.12,yellow,credit card,Upper West Side South,Yorkville West,Manhattan,Manhattan
2019/3/7 17:52,2019/3/7 18:00,1,0.86,6.5,2.16,0,12.96,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/23 20:09,2019/3/23 20:17,1,0.76,6.5,0,0,10.3,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019/3/29 17:03,2019/3/29 17:16,1,1.67,10,4.29,0,18.59,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/29 16:06,2019/3/29 16:15,1,1,7,2.8,0,14.1,yellow,credit card,Upper East Side South,Clinton East,Manhattan,Manhattan
2019/3/14 19:26,2019/3/14 19:51,1,3.46,17,0,0,21.3,yellow,cash,Hudson Sq,Midtown North,Manhattan,Manhattan
2019/3/19 0:47,2019/3/19 0:59,0,2.7,11.5,5,0,20.3,yellow,credit card,SoHo,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/31 14:10,2019/3/31 14:18,1,1.47,7.5,2.16,0,12.96,yellow,credit card,Meatpacking/West Village West,West Village,Manhattan,Manhattan
2019/3/9 4:28,2019/3/9 4:33,1,0.8,5.5,1.85,0,11.15,yellow,credit card,TriBeCa/Civic Center,Two Bridges/Seward Park,Manhattan,Manhattan
2019/3/6 8:00,2019/3/6 8:36,2,9.49,34,7.46,0,44.76,yellow,credit card,World Trade Center,Hamilton Heights,Manhattan,Manhattan
2019/3/15 22:00,2019/3/15 22:10,1,1.1,8,2,0,13.8,yellow,credit card,Garment District,Kips Bay,Manhattan,Manhattan
2019/3/26 17:46,2019/3/26 17:49,1,0.83,4.5,1.76,0,10.56,yellow,credit card,Lenox Hill East,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/22 23:43,2019/3/22 23:47,1,1,5.5,1.85,0,11.15,yellow,credit card,Clinton East,Garment District,Manhattan,Manhattan
2019/3/4 22:44,2019/3/4 23:00,1,4.1,15,2.5,0,21.3,yellow,credit card,Penn Station/Madison Sq West,Yorkville East,Manhattan,Manhattan
2019/3/22 20:21,2019/3/22 20:26,5,0.5,5,1.76,0,10.56,yellow,credit card,West Village,West Village,Manhattan,Manhattan
2019/3/18 23:57,2019/3/19 0:05,1,2.1,9,2.55,0,15.35,yellow,credit card,Lower East Side,Murray Hill,Manhattan,Manhattan
2019/3/29 11:38,2019/3/29 11:46,1,0.8,7,2.05,0,12.35,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019/3/30 14:14,2019/3/30 15:10,1,13.47,42.87,0,5.76,49.43,yellow,credit card,Erasmus,Upper West Side North,Brooklyn,Manhattan
2019/3/16 10:40,2019/3/16 10:44,1,0.6,4.5,0,0,7.8,yellow,cash,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
2019/3/7 19:54,2019/3/7 19:58,1,1.02,5,1,0,10.3,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019/3/18 8:24,2019/3/18 8:52,1,5.89,23,5.26,0,31.56,yellow,credit card,Seaport,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/16 23:51,2019/3/17 0:09,3,2.8,14,0,0,17.8,yellow,cash,Greenwich Village South,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/30 13:14,2019/3/30 13:25,1,1.92,9,0,0,12.3,yellow,cash,Seaport,West Village,Manhattan,Manhattan
2019/3/30 1:22,2019/3/30 1:35,2,5.44,17,2,0,22.8,yellow,credit card,Sutton Place/Turtle Bay North,Financial District North,Manhattan,Manhattan
2019/3/28 21:05,2019/3/28 21:24,2,4.41,16,2,0,21.8,yellow,credit card,Midtown South,East Harlem North,Manhattan,Manhattan
2019/3/20 20:24,2019/3/20 20:37,3,1.86,10,2.76,0,16.56,yellow,credit card,Clinton East,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/31 19:02,2019/3/31 19:07,1,1.13,6,1.86,0,11.16,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
2019/3/23 14:25,2019/3/23 14:46,1,4.86,19,1,0,23.3,yellow,credit card,Clinton East,Battery Park City,Manhattan,Manhattan
2019/3/16 1:43,2019/3/16 1:50,4,1.8,8.5,2.45,0,14.75,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/16 6:45,2019/3/16 6:52,1,1.84,8,3.39,0,14.69,yellow,credit card,Clinton West,Midtown South,Manhattan,Manhattan
2019/3/19 9:49,2019/3/19 10:05,1,1.61,11.5,1,0,15.8,yellow,credit card,East Chelsea,Clinton East,Manhattan,Manhattan
2019/3/27 10:53,2019/3/27 11:18,1,2.27,16,3.86,0,23.16,yellow,credit card,Midtown East,Central Park,Manhattan,Manhattan
2019/3/1 18:36,2019/3/1 18:39,1,0.8,4.5,1.75,0,10.55,yellow,credit card,Lenox Hill West,Yorkville West,Manhattan,Manhattan
2019/3/6 9:01,2019/3/6 9:33,1,3.2,19.5,7.2,0,30,yellow,credit card,West Village,Lenox Hill West,Manhattan,Manhattan
2019/3/21 8:08,2019/3/21 8:15,1,1.25,7,2.06,0,12.36,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
2019/3/16 13:19,2019/3/16 13:39,1,2.97,14,2.96,0,17.76,yellow,credit card,East Flatbush/Remsen Village,Stuyvesant Heights,Brooklyn,Brooklyn
2019/3/31 21:03,2019/3/31 22:04,1,23.3,67.5,0,6.12,74.92,yellow,cash,JFK Airport,Mount Hope,Queens,Bronx
2019/3/15 17:50,2019/3/15 18:05,2,2.1,12,3.26,0,19.56,yellow,credit card,Manhattan Valley,Lincoln Square East,Manhattan,Manhattan
2019/3/6 12:34,2019/3/6 13:18,2,10.67,38,9.41,5.76,56.47,yellow,credit card,LaGuardia Airport,Central Park,Queens,Manhattan
2019/3/23 13:13,2019/3/23 13:15,1,0.51,3.5,1.36,0,8.16,yellow,credit card,West Village,Hudson Sq,Manhattan,Manhattan
2019/3/5 19:25,2019/3/5 19:30,2,0.79,5,1.86,0,11.16,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
2019/3/27 8:27,2019/3/27 8:31,1,0.41,4,1.82,0,9.12,yellow,credit card,Midtown East,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/1 8:49,2019/3/1 9:08,1,2.7,14,0,0,17.3,yellow,cash,West Chelsea/Hudson Yards,Greenwich Village North,Manhattan,Manhattan
2019/3/25 16:58,2019/3/25 17:32,1,10.41,34,8.31,5.76,49.87,yellow,credit card,LaGuardia Airport,Washington Heights South,Queens,Manhattan
2019/3/14 18:52,2019/3/14 19:24,1,5.02,23,0,0,27.3,yellow,credit card,World Trade Center,Midtown Center,Manhattan,Manhattan
2019/3/19 9:24,2019/3/19 9:49,2,2.72,16.5,3,0,22.8,yellow,credit card,Upper East Side South,Greenwich Village North,Manhattan,Manhattan
2019/3/8 0:07,2019/3/8 0:23,1,5.8,19.5,0,0,23.3,yellow,cash,Clinton East,Hamilton Heights,Manhattan,Manhattan
2019/3/23 5:59,2019/3/23 6:05,2,1.1,6,0,0,9.3,yellow,cash,Midtown North,Garment District,Manhattan,Manhattan
2019/3/19 15:35,2019/3/19 15:42,1,1.1,6.5,1.95,0,11.75,yellow,credit card,Midtown North,Upper East Side North,Manhattan,Manhattan
2019/3/20 9:36,2019/3/20 10:11,5,5.59,25.5,2.2,0,31,yellow,credit card,Financial District South,Murray Hill,Manhattan,Manhattan
2019/3/9 0:18,2019/3/9 0:51,2,13.27,40.5,8.86,0,53.16,yellow,credit card,Financial District North,Washington Heights North,Manhattan,Manhattan
2019/3/3 10:49,2019/3/3 10:53,2,1.45,6,1.86,0,11.16,yellow,credit card,Upper East Side South,Yorkville West,Manhattan,Manhattan
2019/3/29 13:06,2019/3/29 13:10,1,0.47,4.5,2.34,0,10.14,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019/3/23 22:58,2019/3/23 23:10,1,2.32,10,0,0,13.8,yellow,cash,Lincoln Square East,Lenox Hill West,Manhattan,Manhattan
2019/3/10 13:38,2019/3/10 13:49,2,1.1,8.5,0,0,11.8,yellow,cash,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/22 17:54,2019/3/22 18:19,1,8.39,26,6.06,0,36.36,yellow,credit card,Central Park,Williamsburg (South Side),Manhattan,Brooklyn
2019/3/25 22:50,2019/3/25 23:01,5,2.57,11,2.96,0,17.76,yellow,credit card,Midtown Center,Central Park,Manhattan,Manhattan
2019/3/27 18:27,2019/3/27 18:38,2,1.39,8.5,2.56,0,15.36,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
2019/3/27 13:57,2019/3/27 13:57,1,0,2.5,0,0,3.3,yellow,cash,Long Island City/Hunters Point,Long Island City/Hunters Point,Queens,Queens
2019/3/29 15:10,2019/3/29 15:23,1,0.4,9.5,1,0,13.8,yellow,credit card,Upper West Side South,Yorkville West,Manhattan,Manhattan
2019/3/24 19:58,2019/3/24 20:02,2,0.6,5,1.75,0,10.55,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019/3/31 10:21,2019/3/31 10:36,1,4.59,16,2.32,0,21.62,yellow,credit card,Lenox Hill West,Greenwich Village North,Manhattan,Manhattan
2019/3/19 19:27,2019/3/19 19:32,1,1.89,7.5,1,0,12.8,yellow,credit card,Midtown North,Upper West Side South,Manhattan,Manhattan
2019/3/10 17:27,2019/3/10 17:30,1,0.7,4.5,1,0,8.8,yellow,credit card,Midtown South,Union Sq,Manhattan,Manhattan
2019/3/14 20:36,2019/3/14 20:46,1,1.9,8.5,1.95,0,11.75,yellow,credit card,Morningside Heights,Central Harlem North,Manhattan,Manhattan
2019/3/21 8:06,2019/3/21 8:14,1,1.4,8,2.25,0,13.55,yellow,credit card,Meatpacking/West Village West,Battery Park City,Manhattan,Manhattan
2019/3/13 19:07,2019/3/13 19:12,1,0.5,5,1,0,10.3,yellow,credit card,Garment District,Clinton East,Manhattan,Manhattan
2019/3/19 19:15,2019/3/19 19:25,1,2.1,9,0,0,13.3,yellow,cash,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
2019/3/25 23:34,2019/3/25 23:46,1,2.68,10.5,2.86,0,17.16,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan
2019/3/26 12:01,2019/3/26 12:06,1,0.56,5,0,0,8.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan
2019/3/5 20:20,2019/3/5 20:22,1,0.5,3.5,0,0,7.3,yellow,cash,Upper West Side North,Upper West Side North,Manhattan,Manhattan
2019/3/27 12:40,2019/3/27 13:12,1,8.64,30.5,0,5.76,37.06,yellow,credit card,Claremont/Bathgate,East Harlem South,Bronx,Manhattan
2019/3/26 9:16,2019/3/26 9:20,1,0.65,4.5,1.56,0,9.36,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
2019/3/24 19:23,2019/3/24 19:38,1,2.9,13,3.26,0,19.56,yellow,credit card,Midtown East,Upper West Side North,Manhattan,Manhattan
2019/3/6 16:48,2019/3/6 16:50,4,0.39,3.5,1,0,8.8,yellow,credit card,East Village,East Village,Manhattan,Manhattan
2019/3/10 4:32,2019/3/10 4:58,2,7.38,23.5,0,0,27.3,yellow,cash,Meatpacking/West Village West,Central Harlem North,Manhattan,Manhattan
2019/3/6 5:47,2019/3/6 5:49,1,0.6,4,1.55,0,9.35,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan
2019/3/25 18:34,2019/3/25 18:38,2,0.91,5,1.86,0,11.16,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
2019/3/15 16:16,2019/3/15 16:30,1,1.02,9.5,2.07,0,15.87,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan
2019/3/16 10:51,2019/3/16 10:59,1,1.19,7,1,0,11.3,yellow,credit card,East Village,West Village,Manhattan,Manhattan
2019/3/20 22:47,2019/3/20 23:15,1,12.7,36.5,7.56,0,45.36,yellow,credit card,JFK Airport,Prospect Heights,Queens,Brooklyn
2019/3/22 20:15,2019/3/22 20:22,1,0.96,6.5,0,0,10.3,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
2019/3/2 10:51,2019/3/2 10:57,2,0.77,5.5,1.2,0,10,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019/3/31 20:15,2019/3/31 20:47,2,6.14,24.5,5.66,0,33.96,yellow,credit card,Penn Station/Madison Sq West,Park Slope,Manhattan,Brooklyn
2019/3/7 1:28,2019/3/7 1:32,1,0.6,4.5,0,0,8.3,yellow,cash,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
2019/3/4 19:33,2019/3/4 19:41,1,2.06,8.5,3.2,0,16,yellow,credit card,Little Italy/NoLiTa,Brooklyn Heights,Manhattan,Brooklyn
2019/3/13 22:11,2019/3/13 22:30,1,3.25,15,0,0,18.8,yellow,cash,Union Sq,Upper East Side North,Manhattan,Manhattan
2019/3/26 19:05,2019/3/26 19:27,2,7.2,21.5,0,0,23.3,yellow,cash,LaGuardia Airport,Richmond Hill,Queens,Queens
2019/3/13 16:42,2019/3/13 16:52,1,1.79,9,2.66,0,15.96,yellow,credit card,Upper East Side North,Upper West Side North,Manhattan,Manhattan
2019/3/5 19:35,2019/3/5 19:37,2,0.53,3.5,0,0,5.3,yellow,cash,East Harlem South,Yorkville West,Manhattan,Manhattan
2019/3/11 16:50,2019/3/11 18:03,3,19.57,62.5,0,0,64.3,yellow,credit card,Seaport,Co-Op City,Manhattan,Bronx
2019/3/23 18:17,2019/3/23 18:46,1,9.31,30.5,0,5.76,37.06,yellow,credit card,Pelham Bay,Jackson Heights,Bronx,Queens
2019/3/10 17:21,2019/3/10 17:29,2,1.2,7.5,2.15,0,12.95,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/19 22:16,2019/3/19 22:24,1,1.8,8.5,0,0,12.3,yellow,cash,Upper East Side South,Yorkville East,Manhattan,Manhattan
2019/3/16 1:44,2019/3/16 1:53,1,0.95,7.5,0,0,11.3,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan
2019/3/8 18:52,2019/3/8 19:06,2,1.29,10,2.86,0,17.16,yellow,credit card,Clinton West,East Chelsea,Manhattan,Manhattan
2019/3/20 8:13,2019/3/20 8:17,1,0.7,5,0.42,0,8.72,yellow,credit card,Financial District South,Seaport,Manhattan,Manhattan
2019/3/4 21:12,2019/3/4 21:23,1,3.11,11.5,3.06,0,18.36,yellow,credit card,SoHo,Clinton West,Manhattan,Manhattan
2019/3/29 15:37,2019/3/29 15:44,1,1.02,6.5,0,0,9.8,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019/3/23 9:51,2019/3/23 9:59,5,1.08,7,2.06,0,12.36,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan
2019/3/10 14:36,2019/3/10 14:51,1,1.7,11,1.5,0,15.8,yellow,credit card,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/11 20:55,2019/3/11 21:03,1,1,6.5,2.05,0,12.35,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan
2019/3/1 22:09,2019/3/1 22:18,1,1.7,8,3,0,12.3,yellow,credit card,Manhattanville,Central Harlem North,Manhattan,Manhattan
2019/3/24 10:25,2019/3/24 10:38,1,4.06,14.5,3.56,0,21.36,yellow,credit card,Lenox Hill East,Gramercy,Manhattan,Manhattan
2019/3/28 21:51,2019/3/28 22:11,3,4.93,18.5,4.46,0,26.76,yellow,credit card,Garment District,Battery Park City,Manhattan,Manhattan
2019/3/4 19:12,2019/3/4 19:21,1,1.16,7.5,0,0,11.8,yellow,cash,Little Italy/NoLiTa,Greenwich Village South,Manhattan,Manhattan
2019/3/30 12:04,2019/3/30 12:25,2,3.9,16,5.79,0,25.09,yellow,credit card,Upper West Side North,Murray Hill,Manhattan,Manhattan
2019/3/7 14:53,2019/3/7 15:08,2,1.9,11.5,0,0,14.8,yellow,cash,Murray Hill,Greenwich Village North,Manhattan,Manhattan
2019/3/30 11:25,2019/3/30 11:53,1,3.4,18,4.26,0,25.56,yellow,credit card,Clinton East,Lower East Side,Manhattan,Manhattan
2019/3/9 20:11,2019/3/9 20:21,3,1.19,8,3.54,0,15.34,yellow,credit card,Flatiron,Gramercy,Manhattan,Manhattan
2019/3/30 0:58,2019/3/30 1:01,1,0.12,3.5,1,0,8.3,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan
2019/3/18 14:41,2019/3/18 14:49,1,0.73,6.5,2.45,0,12.25,yellow,credit card,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan
2019/3/12 20:07,2019/3/12 20:16,1,1.63,8,0,0,11.8,yellow,cash,Murray Hill,East Village,Manhattan,Manhattan
2019/3/2 18:31,2019/3/2 18:50,1,2.5,13,3.25,0,19.55,yellow,credit card,Murray Hill,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/16 17:22,2019/3/16 17:34,1,1.8,10,0,0,13.3,yellow,cash,Murray Hill,Upper East Side South,Manhattan,Manhattan
2019/3/15 15:31,2019/3/15 15:51,1,3.68,15.5,2.55,0,21.35,yellow,credit card,Yorkville East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/17 10:40,2019/3/17 10:46,1,1.49,6.5,1.96,0,11.76,yellow,credit card,Penn Station/Madison Sq West,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/1 12:00,2019/3/1 12:06,1,0.74,6,0,0,9.3,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019/3/14 14:38,2019/3/14 14:50,1,1.6,9.5,2.55,0,15.35,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
2019/3/19 15:39,2019/3/19 15:50,1,1,8,2.25,0,13.55,yellow,credit card,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan
2019/3/2 9:25,2019/3/2 9:47,1,5.93,21,0,0,24.3,yellow,cash,Lincoln Square East,Battery Park City,Manhattan,Manhattan
2019/3/19 20:03,2019/3/19 20:09,2,1.2,6.5,2.15,0,12.95,yellow,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019/3/21 8:49,2019/3/21 9:01,1,1.71,10,3.33,0,16.63,yellow,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan
2019/3/27 11:46,2019/3/27 11:57,1,1.26,8,2.26,0,13.56,yellow,credit card,Murray Hill,East Village,Manhattan,Manhattan
2019/3/2 18:55,2019/3/2 18:59,1,0.34,4.5,0.78,0,8.58,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019/3/16 22:40,2019/3/16 22:44,1,0.93,5.5,1.86,0,11.16,yellow,credit card,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/20 18:13,2019/3/20 18:34,1,4.09,17,0,0,21.3,yellow,credit card,Clinton East,East Harlem South,Manhattan,Manhattan
2019/3/29 18:37,2019/3/29 18:52,1,2.5,11.5,3.15,0,18.95,yellow,credit card,Lower East Side,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/28 17:37,2019/3/28 17:53,1,3.1,13.5,5.3,0,23.1,yellow,credit card,Midtown East,Upper West Side North,Manhattan,Manhattan
2019/3/2 4:14,2019/3/2 4:38,1,6.82,23,0,0,26.8,yellow,cash,Midtown North,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/10 10:17,2019/3/10 10:26,1,1.69,8.5,3.54,0,15.34,yellow,credit card,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/22 2:20,2019/3/22 2:28,1,1.4,7.5,2.25,0,13.55,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan
2019/3/30 21:44,2019/3/30 21:53,1,1.2,7.5,2.25,0,13.55,yellow,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan
2019/3/27 7:30,2019/3/27 8:45,1,18.86,52,8,5.76,69.06,yellow,credit card,JFK Airport,East Chelsea,Queens,Manhattan
2019/3/22 11:38,2019/3/22 11:44,1,0.64,5,1.66,0,9.96,yellow,credit card,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/25 17:42,2019/3/25 17:56,1,2.3,11,0,0,15.3,yellow,cash,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan
2019/3/29 18:24,2019/3/29 18:39,1,1.3,10,2.85,0,17.15,yellow,credit card,Murray Hill,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/7 10:50,2019/3/7 11:03,1,2.3,11,0,0,14.3,yellow,cash,Upper East Side South,Clinton East,Manhattan,Manhattan
2019/3/6 20:48,2019/3/6 20:55,1,0.8,6.5,1.55,0,11.85,yellow,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
2019/3/7 16:55,2019/3/7 17:00,1,0.54,5,0,0,9.3,yellow,cash,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
2019/3/13 15:57,2019/3/13 16:11,1,1.06,9.5,2.56,0,15.36,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan
2019/3/12 7:06,2019/3/12 7:06,1,1.3,2.5,0,0,5.8,yellow,,Meatpacking/West Village West,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/1 14:22,2019/3/1 14:46,1,6.44,23.5,5.36,0,32.16,yellow,credit card,Sutton Place/Turtle Bay North,Battery Park City,Manhattan,Manhattan
2019/3/28 14:00,2019/3/28 14:09,1,0.82,7.5,2.16,0,12.96,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
2019/3/14 22:55,2019/3/14 23:34,1,10.16,35,7.76,0,46.56,yellow,credit card,Times Sq/Theatre District,Crown Heights North,Manhattan,Brooklyn
2019/3/29 11:10,2019/3/29 11:19,1,1.38,7.5,2.16,0,12.96,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
2019/3/22 22:05,2019/3/22 22:11,1,0.88,5,1.76,0,10.56,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan
2019/3/6 18:50,2019/3/6 18:54,1,0.54,5,2.32,0,11.62,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
2019/3/16 20:24,2019/3/16 20:38,1,6.27,18.5,0,0,22.3,yellow,credit card,Battery Park City,Murray Hill,Manhattan,Manhattan
2019/3/1 9:12,2019/3/1 9:24,1,1.3,8.5,0,0,11.8,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
2019/3/22 12:31,2019/3/22 12:52,1,5.2,19.5,0,0,22.8,yellow,cash,Manhattan Valley,Murray Hill,Manhattan,Manhattan
